depthInfo,district,val,year
Vanløse-120m,Vanløse,1855.0,2014.0
Vesterbro~kongens Enghave-Under 40m,Vesterbro~kongens Enghave,2837.0,2014.0
Vesterbro~kongens Enghave-40m ~ 50m,Vesterbro~kongens Enghave,6653.0,2014.0
Vesterbro~kongens Enghave-60m ~ 79m,Vesterbro~kongens Enghave,8527.0,2014.0
Vesterbro~kongens Enghave-80m ~ 99m,Vesterbro~kongens Enghave,6294.0,2014.0
Vesterbro~kongens Enghave-100m ~ 119m,Vesterbro~kongens Enghave,2958.0,2014.0
Vesterbro~kongens Enghave-120m,Vesterbro~kongens Enghave,3727.0,2014.0
Østerbro-Under 40m,Østerbro,2015.0,2014.0
Østerbro-40m ~ 50m,Østerbro,11512.0,2014.0
Østerbro-60m ~ 79m,Østerbro,12084.0,2014.0
Østerbro-80m ~ 99m,Østerbro,7684.0,2014.0
Østerbro-100m ~ 119m,Østerbro,4262.0,2014.0
Østerbro-120m,Østerbro,4414.0,2014.0
